CS494705394,621.67
11794287,11/17/2023,CS494705394,USD,$621.67
CS494992591,621.67
11794287,11/17/2023,CS494992591,USD,$621.67
CS494909547,586.99
11794287,11/16/2023,CS494909547,USD,$586.99
CS494936919,586.99
11794287,11/16/2023,CS494936919,USD,$586.99
CS494835342,586.99
11794287,11/16/2023,CS494835342,USD,$155.61
11794287,11/16/2023,CS494835342_1,USD,$146.10
11794287,11/16/2023,CS494835342_2,USD,$129.67
11794287,11/17/2023,CS494835342_3,USD,$155.61
CS494963801,586.99
11794287,11/16/2023,CS494963801,USD,$301.71
11794287,11/16/2023,CS494963801_1,USD,$285.28
CS494976477,579.21
11794287,11/16/2023,CS494976477,USD,$155.61
11794287,11/16/2023,CS494976477_1,USD,$267.99
11794287,11/16/2023,CS494976477_2,USD,$155.61
CS494892719,547.03
11706385,11/15/2023,CS494892719,USD,$547.03
CS494893663,547.03
11706385,11/15/2023,CS494893663,USD,$547.03
CA494889360,82.63
11706385,11/15/2023,CA494889360,USD,$82.63
CS494888897,525.04
11706385,11/15/2023,CS494888897,USD,$307.96
11706385,11/15/2023,CS494888897_1,USD,$217.08
CS494900941,525.04
12015881,11/28/2023,CS494900941,USD,$525.04
CS494972670,525.04
12015881,11/28/2023,CS494972670,USD,$525.04
CA494925233,575.86
11706385,11/14/2023,CA494925233,USD,$575.86
CS494899317,575.86
11706385,11/14/2023,CS494899317,USD,$575.86
CS494907219,575.86
11706385,11/14/2023,CS494907219,USD,$575.86
CS494941324,575.86
11706385,11/14/2023,CS494941324,USD,$575.86
CS494945104,575.86
11706385,11/14/2023,CS494945104,USD,$575.86
CS494972839,575.86
11706385,11/14/2023,CS494972839,USD,$575.86
CS494965493,547.03
11706385,11/14/2023,CS494965493,USD,$547.03
CS494632433,575.86
11706385,11/14/2023,CS494632433,USD,$575.86
CS494849783,560.9
11706385,11/14/2023,CS494849783,USD,$575.86
12172763,12/14/2023,CS494849783,USD,$-14.96
CS494983055,575.86
11706385,11/14/2023,CS494983055,USD,$575.86
CA494983358,655.2
11794287,11/17/2023,CA494983358,USD,$655.20
CS494844783,646.52
11794287,11/17/2023,CS494844783,USD,$655.20
12290209,12/22/2023,CS494844783,USD,$-8.68
CS494906440,232.76
11706385,11/12/2023,CS494906440,USD,$116.70
11706385,11/12/2023,CS494906440_1,USD,$116.06
CA494942268,116.7
11706385,11/12/2023,CA494942268,USD,$116.70
CA494942269,116.06
11706385,11/12/2023,CA494942269,USD,$116.06
CA494946313,116.7
11706385,11/12/2023,CA494946313,USD,$116.70
CA494946324,116.06
11706385,11/12/2023,CA494946324,USD,$116.06
CS494958086,232.76
11706385,11/12/2023,CS494958086,USD,$116.70
11706385,11/12/2023,CS494958086_1,USD,$116.06
CA494981766,116.06
11706385,11/12/2023,CA494981766,USD,$116.06
CA494981763,116.7
11706385,11/12/2023,CA494981763,USD,$116.70
CS494880509,239.25
11706385,11/12/2023,CS494880509,USD,$119.30
11706385,11/12/2023,CS494880509_1,USD,$119.95
CS494949582,239.25
11706385,11/12/2023,CS494949582,USD,$239.25
CS494920357,255.19
11706385,11/12/2023,CS494920357,USD,$127.94
11706385,11/12/2023,CS494920357_1,USD,$127.25
CA494913287,116.84
11706385,11/12/2023,CA494913287,USD,$116.84
CA494913288,117.57
11706385,11/12/2023,CA494913288,USD,$117.57
CS494912643,501.59
11628598,11/9/2023,CS494912643,USD,$93.28
11628598,11/9/2023,CS494912643_1,USD,$193.75
11628598,11/9/2023,CS494912643_2,USD,$165.04
11628598,11/10/2023,CS494912643_3,USD,$49.52
CS494926648,501.59
11628598,11/9/2023,CS494926648,USD,$93.28
11628598,11/9/2023,CS494926648_1,USD,$276.27
11628598,11/9/2023,CS494926648_2,USD,$82.52
11628598,11/10/2023,CS494926648_3,USD,$49.52
CS494956025,501.59
11628598,11/9/2023,CS494956025,USD,$93.28
11628598,11/9/2023,CS494956025_1,USD,$193.75
11628598,11/9/2023,CS494956025_2,USD,$165.04
11628598,11/10/2023,CS494956025_3,USD,$49.52
CS494966191,66.02
12015881,11/30/2023,494966191-CR,USD,$-408.31
12423439,12/28/2023,494966191-CR,USD,$-93.28
11628598,11/9/2023,CS494966191,USD,$175.80
11945918,12/2/2023,CS494966191,USD,$66.02
11628598,11/9/2023,CS494966191_1,USD,$49.52
11628598,11/9/2023,CS494966191_2,USD,$193.75
11628598,11/10/2023,CS494966191_3,USD,$82.52
CS494974313,501.59
11628598,11/9/2023,CS494974313,USD,$287.03
11628598,11/9/2023,CS494974313_1,USD,$82.52
11628598,11/9/2023,CS494974313_2,USD,$82.52
11628598,11/10/2023,CS494974313_3,USD,$49.52
CS494714136,581.98
11706385,11/12/2023,CS494714136,USD,$611.04
11945918,12/2/2023,CS494714136,USD,$-14.43
12311301,12/16/2023,CS494714136,USD,$-14.63
CS494955634,611.05
11794287,11/17/2023,CS494955634,USD,$611.05
CS494984274,611.05
11794287,11/17/2023,CS494984274,USD,$611.05
CA494836131,611.05
11628598,11/11/2023,CA494836131,USD,$611.05
CS494865923,611.05
11628598,11/11/2023,CS494865923,USD,$611.05
CS494878635,611.05
11628598,11/11/2023,CS494878635,USD,$611.05
CS494896740,611.05
11628598,11/11/2023,CS494896740,USD,$611.05
CS494977400,611.05
11628598,11/11/2023,CS494977400,USD,$611.05
CS494894723,611.05
11628598,11/10/2023,CS494894723,USD,$611.05
CS494898325,593.52
11628598,11/10/2023,CS494898325,USD,$611.05
12172763,12/14/2023,CS494898325,USD,$-17.53
CS494950300,611.05
11628598,11/10/2023,CS494950300,USD,$611.05
CS494971221,611.05
11628598,11/10/2023,CS494971221,USD,$611.05
CS494984110,611.05
11628598,11/10/2023,CS494984110,USD,$611.05
CS494901251,609.67
11628598,11/10/2023,CS494901251,USD,$609.67
CA494838906,609.68
11706385,11/12/2023,CA494838906,USD,$609.68
CS494844830,609.68
11706385,11/12/2023,CS494844830,USD,$609.68
CS494896313,609.68
11706385,11/12/2023,CS494896313,USD,$609.68
CS494920921,609.68
11706385,11/12/2023,CS494920921,USD,$609.68
CS494868075,89.27
11706385,11/12/2023,CS494868075,USD,$89.27
CS494965596,712.51
11706385,11/12/2023,CS494965596,USD,$712.51
CS494959907,287.38
11628598,11/10/2023,CS494959907,USD,$243.24
11628598,11/10/2023,CS494959907_1,USD,$44.14
CS494986508,287.38
11628598,11/10/2023,CS494986508,USD,$243.24
11628598,11/10/2023,CS494986508_1,USD,$44.14
CS494845673,287.57
11628598,11/10/2023,CS494845673,USD,$118.92
11628598,11/10/2023,CS494845673_1,USD,$118.92
