CS494705394,621.67
CS494992591,621.67
CS494909547,586.99
CS494936919,586.99
CS494835342,586.99
CS494963801,586.99
CS494976477,579.21
CS494892719,547.03
CS494893663,547.03
CA494889360,82.63
CS494888897,525.04
CS494900941,525.04
CS494972670,525.04
CA494925233,575.86
CS494899317,575.86
CS494907219,575.86
CS494941324,575.86
CS494945104,575.86
CS494972839,575.86
CS494965493,547.03
CS494632433,575.86
CS494849783,560.9
CS494983055,575.86
CA494983358,655.2
CS494844783,646.52
CS494906440,232.76
CA494942268,116.7
CA494942269,116.06
CA494946313,116.7
CA494946324,116.06
CS494958086,232.76
CA494981766,116.06
CA494981763,116.7
CS494880509,239.25
CS494949582,239.25
CS494920357,255.19
CA494913287,116.84
CA494913288,117.57
CS494912643,501.59
CS494926648,501.59
CS494956025,501.59
CS494966191,66.02
CS494974313,501.59
CS494714136,581.98
CS494955634,611.05
CS494984274,611.05
CA494836131,611.05
CS494865923,611.05
CS494878635,611.05
CS494896740,611.05
CS494977400,611.05
CS494894723,611.05
CS494898325,593.52
CS494950300,611.05
CS494971221,611.05
CS494984110,611.05
CS494901251,609.67
CA494838906,609.68
CS494844830,609.68
CS494896313,609.68
CS494920921,609.68
CS494868075,89.27
CS494965596,712.51
CS494959907,287.38
CS494986508,287.38
CS494845673,287.57
