CS488047707,,,,,,,,,
CS487335690,USD,2023/10/4,290.47,10897057,2023/10/11,OMS,,AP,
CS487341034,,,,,,,,,
CS487341034,USD,2023/10/4,290.47,10897057,2023/10/11,OMS,,AP,
CS487379960,,,,,,,,,
CS487379960,USD,2023/10/4,290.47,10897057,2023/10/11,OMS,,AP,
CS487393541,,,,,,,,,
CS487393541,USD,2023/10/4,290.47,10897057,2023/10/11,OMS,,AP,
CS487414748,,,,,,,,,
CS487414748,USD,2023/10/4,290.47,10897057,2023/10/11,OMS,,AP,
CS487415387,,,,,,,,,
CS487415387,USD,2023/10/4,290.47,10897057,2023/10/11,OMS,,AP,
CS488181997,,,,,,,,,
CS488181997,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488190927,,,,,,,,,
CS488190927,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488195357,,,,,,,,,
CS488195357,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488226671,,,,,,,,,
CS488226671,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488226946,,,,,,,,,
CS488226946,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488239288,,,,,,,,,
CS488239288,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488229626,,,,,,,,,
CS488229626,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488251520,,,,,,,,,
CS488251520,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488256477,,,,,,,,,
CS488256477,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488266379,,,,,,,,,
CS488266379,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488294440,,,,,,,,,
CS488294440,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488309332,,,,,,,,,
CS488309332,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488315631,,,,,,,,,
CS488315631,USD,2023/10/4,287.57,10897057,2023/10/11,OMS,,AP,
CS488366066,,,,,,,,,
