494705394,621.67
494992591,621.67
494909547,586.99
494936919,586.99
494835342,586.99
494963801,586.99
494976477,579.21
494892719,547.03
494893663,547.03
494889360,525.04
494888897,1050.08
494900941,525.04
494972670,525.04
494925233,575.86
494899317,575.86
494907219,575.86
494941324,575.86
494945104,575.86
494972839,575.86
494965493,547.03
494632433,575.86
494849783,560.9
494983055,575.86
494983358,655.2
494844783,646.52
494906440,232.76
494942268,116.7
494942269,116.06
494946313,116.7
494946324,116.06
494958086,232.76
494981766,116.06
494981763,116.7
494880509,239.25
494949582,239.25
494920357,255.19
494913287,116.84
494913288,117.57
494912643,501.59
494926648,501.59
494956025,501.59
494966191,66.02
494974313,501.59
494714136,567.55
494955634,611.05
494984274,611.05
494836131,611.05
494865923,611.05
494878635,611.05
494896740,611.05
494977400,611.05
494894723,611.05
494898325,593.52
494950300,611.05
494971221,611.05
494984110,611.05
494901251,609.67
494838906,609.68
494844830,609.68
494896313,609.68
494920921,609.68
494868075,89.27
494965596,712.51
494959907,287.38
494986508,287.38
494845673,287.57
494849688,287.57
494876406,287.57
494857870,287.57
494865472,287.57
494889331,287.57
494891940,287.57
494901467,287.57
494903257,287.57
494918753,287.57
494945404,287.57
494946866,287.57
494952520,287.57
494953096,287.57
494957058,287.57
494966932,287.57
494973311,287.57
494980932,287.57
494990900,287.57
494864845,118.92
494864841,49.73
494864843,118.92
494844923,287.57
494845874,287.57
494843297,287.57
494874356,287.57
494866044,287.57
494856477,287.57
494871503,287.57
494887815,287.57
494889338,287.57
494898021,287.57
494902776,287.57
494907359,287.57
494926026,287.57
494918100,287.57
494943964,287.57
494954536,287.57
494962794,287.57
494967339,287.57
494978300,287.57
494989699,287.57
494989830,287.57
494921049,122.52
494921048,42.53
494921050,122.52
494900901,188.1
494953726,187.37
494758171,188.1
494826934,195.95
494972338,246.61
494991729,289.78
494923507,71.89
494923513,108.93
494923517,108.93
494926674,187.55
494832599,223.0
494899074,477.75
494837151,453.22
494887078,453.22
494909914,453.22
494949673,453.22
494954727,453.22
494963010,453.22
494966731,453.22
494878470,453.22
494898976,453.22
494899801,432.91
494900296,453.22
494827049,453.22
494855126,453.22
494882606,453.22
494903582,453.22
494905935,453.22
494916520,453.22
494948787,453.22
494972571,453.22
494871409,477.75
494989226,572.39
494959505,545.09
494872676,36.03
494855287,36.03
494914387,55.69
494949135,55.69
494967158,111.39
494983942,55.69
494865578,55.69
494938002,111.39
494979336,55.69
494892439,85.76
494902786,85.76
494843099,137.85
494891107,137.85
494911437,68.93
494957755,137.85
