494705394,621.67
11794287,11/17/2023,CS494705394,USD,$621.67,494705394
494992591,621.67
11794287,11/17/2023,CS494992591,USD,$621.67,494992591
494909547,586.99
11794287,11/16/2023,CS494909547,USD,$586.99,494909547
494936919,586.99
11794287,11/16/2023,CS494936919,USD,$586.99,494936919
494835342,586.99
11794287,11/16/2023,CS494835342,USD,$155.61,494835342
11794287,11/16/2023,CS494835342_1,USD,$146.10,494835342
11794287,11/16/2023,CS494835342_2,USD,$129.67,494835342
11794287,11/17/2023,CS494835342_3,USD,$155.61,494835342
494963801,586.99
11794287,11/16/2023,CS494963801,USD,$301.71,494963801
11794287,11/16/2023,CS494963801_1,USD,$285.28,494963801
494976477,579.21
11794287,11/16/2023,CS494976477,USD,$155.61,494976477
11794287,11/16/2023,CS494976477_1,USD,$267.99,494976477
11794287,11/16/2023,CS494976477_2,USD,$155.61,494976477
494892719,547.03
11706385,11/15/2023,CS494892719,USD,$547.03,494892719
494893663,547.03
11706385,11/15/2023,CS494893663,USD,$547.03,494893663
494889360,525.04
11706385,11/15/2023,CA494889360,USD,$82.63,494889360
11706385,11/15/2023,CA494889360_1,USD,$359.78,494889360
11706385,11/15/2023,CA494889360_2,USD,$82.63,494889360
494888897,1050.08
11706385,11/15/2023,CS494888897,USD,$307.96,494888897
11706385,11/15/2023,CS494888897_1,USD,$217.08,494888897
11706385,11/15/2023,CS494888897,USD,$525.04,494888897
494900941,525.04
12015881,11/28/2023,CS494900941,USD,$525.04,494900941
494972670,525.04
12015881,11/28/2023,CS494972670,USD,$525.04,494972670
494925233,575.86
11706385,11/14/2023,CA494925233,USD,$575.86,494925233
494899317,575.86
11706385,11/14/2023,CS494899317,USD,$575.86,494899317
494907219,575.86
11706385,11/14/2023,CS494907219,USD,$575.86,494907219
494941324,575.86
11706385,11/14/2023,CS494941324,USD,$575.86,494941324
494945104,575.86
11706385,11/14/2023,CS494945104,USD,$575.86,494945104
494972839,575.86
11706385,11/14/2023,CS494972839,USD,$575.86,494972839
494965493,547.03
11706385,11/14/2023,CS494965493,USD,$547.03,494965493
494632433,575.86
11706385,11/14/2023,CS494632433,USD,$575.86,494632433
494849783,560.9
11706385,11/14/2023,CS494849783,USD,$575.86,494849783
12172763,12/14/2023,CS494849783,USD,$-14.96,494849783
494983055,575.86
11706385,11/14/2023,CS494983055,USD,$575.86,494983055
494983358,655.2
11794287,11/17/2023,CA494983358,USD,$655.20,494983358
494844783,646.52
11794287,11/17/2023,CS494844783,USD,$655.20,494844783
12290209,12/22/2023,CS494844783,USD,$-8.68,494844783
494906440,232.76
11706385,11/12/2023,CS494906440,USD,$116.70,494906440
11706385,11/12/2023,CS494906440_1,USD,$116.06,494906440
494942268,116.7
11706385,11/12/2023,CA494942268,USD,$116.70,494942268
494942269,116.06
11706385,11/12/2023,CA494942269,USD,$116.06,494942269
494946313,116.7
11706385,11/12/2023,CA494946313,USD,$116.70,494946313
494946324,116.06
11706385,11/12/2023,CA494946324,USD,$116.06,494946324
494958086,232.76
11706385,11/12/2023,CS494958086,USD,$116.70,494958086
11706385,11/12/2023,CS494958086_1,USD,$116.06,494958086
494981766,116.06
11706385,11/12/2023,CA494981766,USD,$116.06,494981766
494981763,116.7
11706385,11/12/2023,CA494981763,USD,$116.70,494981763
494880509,239.25
11706385,11/12/2023,CS494880509,USD,$119.30,494880509
11706385,11/12/2023,CS494880509_1,USD,$119.95,494880509
494949582,239.25
11706385,11/12/2023,CS494949582,USD,$239.25,494949582
494920357,255.19
11706385,11/12/2023,CS494920357,USD,$127.94,494920357
11706385,11/12/2023,CS494920357_1,USD,$127.25,494920357
494913287,116.84
11706385,11/12/2023,CA494913287,USD,$116.84,494913287
494913288,117.57
11706385,11/12/2023,CA494913288,USD,$117.57,494913288
494912643,501.59
11628598,11/9/2023,CS494912643,USD,$93.28,494912643
11628598,11/9/2023,CS494912643_1,USD,$193.75,494912643
11628598,11/9/2023,CS494912643_2,USD,$165.04,494912643
11628598,11/10/2023,CS494912643_3,USD,$49.52,494912643
494926648,501.59
11628598,11/9/2023,CS494926648,USD,$93.28,494926648
11628598,11/9/2023,CS494926648_1,USD,$276.27,494926648
11628598,11/9/2023,CS494926648_2,USD,$82.52,494926648
11628598,11/10/2023,CS494926648_3,USD,$49.52,494926648
494956025,501.59
11628598,11/9/2023,CS494956025,USD,$93.28,494956025
11628598,11/9/2023,CS494956025_1,USD,$193.75,494956025
11628598,11/9/2023,CS494956025_2,USD,$165.04,494956025
11628598,11/10/2023,CS494956025_3,USD,$49.52,494956025
494966191,66.02
12015881,11/30/2023,494966191-CR,USD,$-408.31,494966191
12423439,12/28/2023,494966191-CR,USD,$-93.28,494966191
11628598,11/9/2023,CS494966191,USD,$175.80,494966191
11945918,12/2/2023,CS494966191,USD,$66.02,494966191
11628598,11/9/2023,CS494966191_1,USD,$49.52,494966191
11628598,11/9/2023,CS494966191_2,USD,$193.75,494966191
11628598,11/10/2023,CS494966191_3,USD,$82.52,494966191
494974313,501.59
11628598,11/9/2023,CS494974313_1,USD,$82.52,494974313
11628598,11/9/2023,CS494974313_2,USD,$82.52,494974313
11628598,11/10/2023,CS494974313_3,USD,$49.52,494974313
11628598,11/9/2023,CS494974313,USD,$287.03,494974313
494714136,567.55
11628598,11/9/2023,CS494714136,USD,$-14.43,494714136
12311301,12/16/2023,CS494714136,USD,$-14.63,494714136
11706385,11/12/2023,CS494714136,USD,$611.04,494714136
11945918,12/2/2023,CS494714136,USD,$-14.43,494714136
494955634,611.05
11794287,11/17/2023,CS494955634,USD,$611.05,494955634
494984274,611.05
11794287,11/17/2023,CS494984274,USD,$611.05,494984274
494836131,611.05
11628598,11/11/2023,CA494836131,USD,$611.05,494836131
494865923,611.05
11628598,11/11/2023,CS494865923,USD,$611.05,494865923
494878635,611.05
11628598,11/11/2023,CS494878635,USD,$611.05,494878635
494896740,611.05
11628598,11/11/2023,CS494896740,USD,$611.05,494896740
494977400,611.05
11628598,11/11/2023,CS494977400,USD,$611.05,494977400
494894723,611.05
11628598,11/10/2023,CS494894723,USD,$611.05,494894723
494898325,593.52
11628598,11/10/2023,CS494898325,USD,$611.05,494898325
12172763,12/14/2023,CS494898325,USD,$-17.53,494898325
494950300,611.05
11628598,11/10/2023,CS494950300,USD,$611.05,494950300
494971221,611.05
11628598,11/10/2023,CS494971221,USD,$611.05,494971221
494984110,611.05
11628598,11/10/2023,CS494984110,USD,$611.05,494984110
494901251,609.67
11628598,11/10/2023,CS494901251,USD,$609.67,494901251
494838906,609.68
11706385,11/12/2023,CA494838906,USD,$609.68,494838906
494844830,609.68
11706385,11/12/2023,CS494844830,USD,$609.68,494844830
494896313,609.68
11706385,11/12/2023,CS494896313,USD,$609.68,494896313
494920921,609.68
11706385,11/12/2023,CS494920921,USD,$609.68,494920921
494868075,89.27
11706385,11/12/2023,CS494868075,USD,$89.27,494868075
494965596,712.51
11706385,11/12/2023,CS494965596,USD,$712.51,494965596
494959907,287.38
11628598,11/10/2023,CS494959907,USD,$243.24,494959907
11628598,11/10/2023,CS494959907_1,USD,$44.14,494959907
494986508,287.38
11628598,11/10/2023,CS494986508,USD,$243.24,494986508
11628598,11/10/2023,CS494986508_1,USD,$44.14,494986508
494845673,287.57
11628598,11/10/2023,CS494845673,USD,$118.92,494845673
11628598,11/10/2023,CS494845673_1,USD,$118.92,494845673
11628598,11/10/2023,CS494845673_2,USD,$49.73,494845673
494849688,287.57
11628598,11/10/2023,CS494849688,USD,$118.92,494849688
11628598,11/10/2023,CS494849688_1,USD,$118.92,494849688
11628598,11/10/2023,CS494849688_2,USD,$49.73,494849688
494876406,287.57
11628598,11/10/2023,CS494876406,USD,$118.92,494876406
11628598,11/10/2023,CS494876406_1,USD,$118.92,494876406
11628598,11/10/2023,CS494876406_2,USD,$49.73,494876406
494857870,287.57
11628598,11/10/2023,CS494857870,USD,$168.65,494857870
11628598,11/10/2023,CS494857870_1,USD,$118.92,494857870
494865472,287.57
11628598,11/10/2023,CS494865472,USD,$237.84,494865472
11628598,11/10/2023,CS494865472_1,USD,$49.73,494865472
494889331,287.57
11628598,11/10/2023,CS494889331,USD,$118.92,494889331
11628598,11/10/2023,CS494889331_1,USD,$118.92,494889331
11628598,11/10/2023,CS494889331_2,USD,$49.73,494889331
494891940,287.57
11628598,11/10/2023,CS494891940,USD,$118.92,494891940
11628598,11/10/2023,CS494891940_1,USD,$118.92,494891940
11628598,11/10/2023,CS494891940_2,USD,$49.73,494891940
494901467,287.57
12364550,11/10/2023,CS494901467,USD,$287.57,494901467
494903257,287.57
11628598,11/10/2023,CS494903257,USD,$118.92,494903257
11628598,11/10/2023,CS494903257_1,USD,$118.92,494903257
11628598,11/10/2023,CS494903257_2,USD,$49.73,494903257
494918753,287.57
11628598,11/10/2023,CS494918753,USD,$49.73,494918753
11628598,11/10/2023,CS494918753_1,USD,$237.84,494918753
494945404,287.57
11628598,11/10/2023,CS494945404,USD,$118.92,494945404
11628598,11/10/2023,CS494945404_1,USD,$168.65,494945404
494946866,287.57
11628598,11/10/2023,CS494946866,USD,$118.92,494946866
11628598,11/10/2023,CS494946866_1,USD,$118.92,494946866
11628598,11/10/2023,CS494946866_2,USD,$49.73,494946866
494952520,287.57
11628598,11/10/2023,CS494952520_2,USD,$49.73,494952520
11628598,11/10/2023,CS494952520,USD,$118.92,494952520
